airline_sentiment,clean_tweet
negative,how can a plane scheduled to come in on time and actually happen. Then you bozos do not have any room us.
negative,this is the reason I avoid and like the plague. Glad to see this merger is working well.
negative,Any word on accommodations for the passengers on US when they arrive in Charlotte? Lot of tired passengers here
positive,"Thank you for a couple of easy, hassle free flights today, professional and friendly staff made everything easy!"
negative,hire smarter IT people if your systems keep crashing instead of some of the mooks you man some of these airports with.
negative,flight keeps telling a few more mins to take off its been an hour. First time with you not the best
negative,what is wrong with you guys and your inability to get planes in and out of Philly on time. Our pilot gave us a answer that was bs
negative,you guys have to be the worst. We are flying into Philadelphia and have only two jetways available for an on time plane.
neutral,I have received two reservation check-ins for two different flights for my one flight tomorrow morning. Need assistance ASAP
negative,where is our luggage? Been waiting more than an hour! Flight .
neutral,Cancelled Flightled the last part of a ticket and am confused from the email I received whether value remains. Is there someone I can ask?
negative,You suck in Philadelphia. Let us off this plane!
negative,"pissing off thousands of East coast customers. When the delay is longer than the flight, you = fail"
neutral,please have your people hold flight from Phoenix to San Jose. We pulling up to the gate! Scheduled to depart at :
negative,hours and counting. ..what kind of travel voucher do I get for this??
negative,"we have been waiting at the gate for hrs, why are we now waiting to stow the luggage?"
negative,"that is h m waiting to get my bag, h m of flight delays, plus the hrs of delay I had on the way out. Never flying you again."
negative,in Florida with no flights... Service sucks here.
negative,"- why can not the gate agent on flight provide an update? Seriously, this is ridiculous how long people have been waiting"
negative,your IVR hung up on me because of high call volume? I need help. Call me
negative,"A tweeted apology is not enough for delay fiasco. NONE for insult from gate agent is worse. Except for Mark N., all bad at CLT."
neutral,"sorry, we are in Philly. should have told you that."
negative,pilot for flight did not show until after departure ai &amp; now there is a broken computer. Next time flying Flight
neutral,pilot says that we are going to take off in minutes. So maybe the systems came back online?
negative,it is flt to ELM - still no gate and still have to make it thru customs
negative,According to your costumer support your website is holding my money hostage and you cant do anything about it..
negative,"any way to tell our gate we are going? Stuck on tarmack, int'l flt FLT going to ELM Gate F"
negative,"sucks. Delayed my mom's flight X, Cancelled Flightled it, delayed her flight again today,all for mech. issues.She had sleep in airport!"
negative,when your routing system goes down which grounds all your long haul flights you should think about a plan
negative,they did not give you the wifi password? Smh
negative,Sitting at the gate on Flight for an hour due to computers being down. What backup plan is in place for this??
negative,...was Cancelled Flightled and now I need to locate my baggage
negative,I need help locating my bag. I arrived in Denver last night at midnight from charlotte but my am flight to Hayden/steamboat
neutral,this is happening now.
negative,what is going on with the computers? Why is my flight grounded? Why does your airline suck so much?
negative,hrs Late Flightr finally taking offddd
negative,"holding your passengers hostage during your computer crash is not customer friendly, let us off the plane or get us moving"
negative,been on hold for over and hour now.
negative,pilot tells me that all and US Airways flights across the country have stopped due to a computer system failure.
negative,Flt landed over half an hour ago. Not a single bag yet on the baggage claim. Hate you so much right now.
