sentiment,text,clean_tweet
3,So this is the surprise explanation behind the bending iPhone 6?! @apple http://t.co/fT0Bxy60YI,So this is the surprise explanation behind the bending iPhone ?!
1,"Ugh so annoyed, 3 chargers in the last 4 weeks I hate you @apple","Ugh so annoyed, chargers in the last weeks I hate you @apple"
3,RT @sharksbeauty: So this is the surprise explanation behind the bending iPhone 6?! @apple http://t.co/fT0Bxy60YI,RT So this is the surprise explanation behind the bending iPhone ?!
1,"The Slow Food Movement is a Metaphor for the platform strategy of Apple on iPhone, iPad and Apple Watch. #AAPL","The Slow Food Movement is a Metaphor for the platform strategy of Apple on iPhone, iPad and Apple Watch."
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,Apple Questions Plaintiff iPod Purchase Dates in Ongoing Class-Action Lawsuit [iOS Blog] http://t.co/Nw1NTyA2Gj #AAPL,Apple Questions Plaintiff iPod Purchase Dates in Ongoing Class-Action Lawsuit [iOS Blog]
1,It is such fucking horseshit that I have to install Chrome just to watch @netflix on my Mac. Hey @Apple when are you going to fix this?!??,It is such fucking horseshit that I have to install Chrome just to watch on my Mac. Hey when are you going to fix this?!??
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,#AAPL:Apple says plaintiffs' iPods not covered by suit...http://t.co/8V0eYzQFDQ,:Apple says plaintiffs' iPods not covered by suit...
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,Apple Inc. Patent To Protect Falling iPhones Is Approved http://t.co/iZrysIG6dU #AAPL,Apple Inc. Patent To Protect Falling iPhones Is Approved
1,How long is this @apple iOS 8.1.1 update going to take?!,How long is this iOS . . update going to take?!
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,We need to talk @apple,We need to talk @apple
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
5,"In the world of #mobile #processors, #AAPL 64 bit chips blow away #competition. #disruptive #technology at its best  http://t.co/7oU10PJFMp","In the world of , bit chips blow away . at its best"
1,I just want to delete all my emails without turning 40 @apple,I just want to delete all my emails without turning @apple
5,"Congrats to @Apple, Mary Sotos @WorldResources  for Green Power Leadership Awards at REM14 @GreeneMarktplc  http://t.co/ssrfEyx4Sf",Congrats to Mary Sotos for Green Power Leadership Awards at REM
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"#IPhone6Plus vs. Galaxy Note 4: #Has @Apple [#Apple] Really Snatched Away the #Phablet .... (#Thursday, 4 #Decem... http://t.co/9QIW9LmaSP","vs. Galaxy Note : [] Really Snatched Away the .... (, ..."
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
5,@OneRepublic @Apple aww look tht u have a lot of work guys good luck!,aww look tht u have a lot of work guys good luck!
1,"@apple official I have 2 appletv's constantly loosing network co, Watching tv media is impossible, Can you re","official I have appletv's constantly loosing network co, Watching tv media is impossible, Can you re"
1,Ok seriously... When is @apple going to fix iOS 8? I'm still missing music!,Ok seriously... When is going to fix iOS ? I am still missing music!
3,Will #Apple Inc.'s Profit Margin Continue Upward? | The Motley Fool #aapl http://t.co/oSlDAHbkJP,Will Inc.'s Profit Margin Continue Upward? | The Motley Fool
3,@VerizonWireless how many weeks will by iPhone 6 be pushed back. Currently at 5 @apple,how many weeks will by iPhone be pushed back. Currently at @apple
3,@sharksbeauty @Apple LEMME get the blondes number,LEMME get the blondes number
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,@kellyhclay @Nordstrom drops the @apple POS idea and replaces them with VeriPhone products,drops the POS idea and replaces them with VeriPhone products
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
5,@Windows it is funny that you need an old @apple @mac to promote your new @lenovo #applesetsthetrend,it is funny that you need an old to promote your new
1,FUCK U @apple i just dropped my new IPHONE6  and it got all sctratched up ! IM DONE WITH APPLE SO FUCKING FRAGILE,FUCK U i just dropped my new IPHONE and it got all sctratched up ! IM DONE WITH APPLE SO FUCKING FRAGILE
3,#Apple's #iPhone6 International Prices Are Higher Than The US - Forbes #aapl http://t.co/ij4CjpCkg6,'s International Prices Are Higher Than The US - Forbes
3,Will Apple Inc.'s Profit Margin Continue Upward? http://t.co/RgXf3KuAOv #AAPL,Will Apple Inc.'s Profit Margin Continue Upward?
3,"@juji246 @stephanies0601 @BradPaisley @Applebees OOPS. SORRY, APPLEBEES. I MEANT @apple","OOPS. SORRY, APPLEBEES. I MEANT @apple"
3,RT @MissionIR: Is Apple The Most Important Stock On Earth?  http://t.co/s5ple0Orww #aapl http://t.co/ZvW4vwZzww,RT Is Apple The Most Important Stock On Earth?
3,The 10 Most Important Differences Between #Macs And #PCs #aapl http://t.co/vSxUcX6vyx http://t.co/97huQ31qPT,The Most Important Differences Between And
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
5,@OneRepublic @Apple So great to see that you guys are recording in the air! Hopefully batteries of future will come out soon! :),So great to see that you guys are recording in the air! Hopefully batteries of future will come out soon! :)
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,Why do you hate business so much @Apple?,Why do you hate business so much
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,Steve Wozniak calls @Apple's legendary garage 'a bit of a myth' http://t.co/Wl2kJTcRNR,Steve Wozniak calls legendary garage 'a bit of a myth'
1,@lihdior_ @apple fuck wrong witchall niggas ?,fuck wrong witchall niggas ?
1,RT @codygotMs: @lihdior_ @apple fuck wrong witchall niggas ?,RT fuck wrong witchall niggas ?
1,Get three way FaceTimeing. Im sick of google hangouts. @Apple,Get three way FaceTimeing. Im sick of google hangouts. @Apple
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,JMP raises #Apple price target to Street-high $150 on 'exceptionally strong: Apple Insider: #AAPL: 115.49 (-0.... http://t.co/qbgp7vm6Re,JMP raises price target to Street-high $ on 'exceptionally strong: Apple Insider: : . (- ....
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,@apple #macos #yosemite is a buggy piece of shit. It makes me miss #windows8.,is a buggy piece of shit. It makes me miss .
5,Omg omg I just paid a kinder Bueno w @apple #pay at walgreens awesome experience @ Walgreens http://t.co/f2q6vMOjmG,Omg omg I just paid a kinder Bueno w at walgreens awesome experience Walgreens
5,Photo: Omg omg I just paid a @kinder Bueno w @apple #pay at @Walgreens awesome experience (at Walgreens) http://t.co/7agepRjbjk,Photo: Omg omg I just paid a Bueno w at awesome experience (at Walgreens)
3,@dougluberts @Apple Is it the 128gb version?,Is it the gb version?
3,#AAPL:iPhone 6 Patent Fraud Case in China Complicated Hacked Photos...http://t.co/eVUHNXiy6T,:iPhone Patent Fraud Case in China Complicated Hacked Photos...
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,@Apple's Stock on a Tear Due to Higher Profit Margin; Will #AppleWatch Continue This Trend? - http://t.co/DrwkzM6txI http://t.co/fmwLNtGfBd,Stock on a Tear Due to Higher Profit Margin; Will Continue This Trend? -
3,How do I fix a disabled Apple ID account @AppStore  @apple @tim_cook,How do I fix a disabled Apple ID account cook
3,RT @KaminaBlue: Get three way FaceTimeing. Im sick of google hangouts. @Apple,RT Get three way FaceTimeing. Im sick of google hangouts. @Apple
1,if my phone dies mid tweet I will SUE you @apple,if my phone dies mid tweet I will SUE you @apple
1,This happened to me SEVERAL times!! Fuck you @Apple deleted rivals' music from iPods for years...http://t.co/QBvcBmZVOF @MailOnline,This happened to me SEVERAL times!! Fuck you deleted rivals' music from iPods for years... @MailOnline
1,I'm not happy about that @apple,I am not happy about that @apple
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
5,@Apple just changed the game #AppleLive,just changed the game
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,They really need a #fingerscrossed emoji. @Apple,They really need a emoji. @Apple
1,@apple and @VerizonSupport the support I received for my iPad tonight was ridiculous going in circles with no solution smh,and the support I received for my iPad tonight was ridiculous going in circles with no solution smh
3,RT @MonnGonn: I just want to delete all my emails without turning 40 @apple,RT I just want to delete all my emails without turning @apple
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,@OneRepublic if you'll get it from  @Apple I want one too!,if you will get it from I want one too!
1,.@apple The iPad update to iOS 8 is an absolute disaster. Nothing works right anymore. Safari crashes constantly. #iFail,. The iPad update to iOS is an absolute disaster. Nothing works right anymore. Safari crashes constantly.
1,@Apple deleted music from customers' iPods http://t.co/FzmaFUzrnl,deleted music from customers' iPods
3,@Apple YH News Apple IPod Judge Asks If Lack of Plaintiff Dooms Trial: Apple Inc. (AAPL) said it discovered th...  http://t.co/hNuWafq0sI,YH News Apple IPod Judge Asks If Lack of Plaintiff Dooms Trial: Apple Inc. (AAPL) said it discovered th...
3,"Can't get a new iPhone 6? How about these free Apple shares....
http://t.co/UPgQSDVrxP  #investing  #stocks #aapl http://t.co/EQYG01tPna",can not get a new iPhone ? How about these free Apple shares....
3,My Marketing Muse of the Day: The most technologically advanced #technology-based solutions that WIN are all masters of #simplicity @Apple,My Marketing Muse of the Day: The most technologically advanced -based solutions that WIN are all masters of @Apple
1,"hey @apple why is my phone dying when it's on the charger 
ur stuff sucks",hey why is my phone dying when it is on the charger ur stuff sucks
3,Using  a @samsung tablet is hard and wierd. I am use to using  an @apple iPod. I am always  making  typing mistakes.,Using a tablet is hard and wierd. I am use to using an iPod. I am always making typing mistakes.
3,"Hey @Apple, #iphone7, build this in! ~ @DJKevinHayes http://t.co/JtXgsCmyhw","Hey , build this in! ~"
