airline_sentiment,clean_tweet,vader
negative,"no, we are at a hotel. Also, Jetblue lost my daughters luggage. How do you lose luggage if the plane never actually left!!!",-0.7074
positive,thanks for your prompt response. I know you put safety first. Unfortunately will hit freezing rain/sleet on ride home.,0.4404
positive,ok!!! that is super helpful. Thank you. I will reach out if I have any other questions.,0.88
positive,"Thanks for the instant reply, and for still doing first bag free (so important)!",0.807
negative,"lipstick on a pig still a pig. Ur new baggage claim SJU is a disaster. No chairs, mins+ wait for baggage.",-0.743
negative,no more than half an hour wait. it is unreal. Finally first bag coming out. SJU needs to work on this,-0.296
neutral,what is your current checked bag price policy? I fly this coming week and could not find anything definitive.,0
neutral,are we scheduled to depart as scheduled?,0
negative,how long does it take for a bag to get to the baggage belt!!!!! of a wait,0
neutral,will we be able to watch the Oscars on our flight tomorrow?,0
negative,we have been delayed and delayed here in Palm beach... Need to head to Westchester. Can you give me some info?,-0.4215
negative,"Hey Jetblue, you stranded an entire plane that was supposed to go to JFK and we are getting restless. Need better communication!",0.2714
negative,"Hey Jetblue, you Cancelled Flightled our flight from ST Maarten to JFK. Stranded my family in the baggage area and lost my daughters luggage",-0.5106
neutral,Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?,0.61240000000000006
positive,Exciting times ahead! dd,0.5411
neutral,CEO battles to appease passengers and Wall Street - Waterbury Republican American,-0.128
negative,your website is seriously horrible and so is your call center!! Almost makes it tempting to fly someone else!!,-0.7482
negative,why haven't you allowed for flight changes into the NY area airports tonight? Everyone is saying travel is treacherous.,0
positive,Counting on your flight to get to DC!,0
negative,"not cool. At the gate, turns out my flight from FLL to JAX is delayed, yet app says on time. Not a good start.",-0.6449
neutral,You guys need pillows on these rockers to really knock it out of the park ... just sayin ...,0
neutral,I sure hope you guys get me to DC to speak tomorrow! &amp; &amp; I am winning here with @JetBlue,0.8356
negative,"there is no supervisor available, so they could not do anything.",-0.296
negative,"I now learned that customer service at SXM works for the airport, not JetBlue. They need a supervisor to do anything.",0
neutral,status of flight from MCO to LGA tomorrow?,0
neutral,what good with the inflight WiFi?,0.4404
negative,- trying to fly from BOS to JFK. Flight delayed. Traveling with kids. Book a hotel or are we getting out tonight?,-0.2263
negative,"we tried. they are not at all helpful. Terrible customer service, at this airport, at least.",-0.6632
negative,Tell me at what point will u realize u can not fly into DCA tonight- u Cancelled Flightled the pm when will u Cancelled Flight the :,-0.4588
negative,"making a bad situation worse. Cancelled Flighted flight, making us stay overnight in SXM. will not provide vouchers to stay in a different hotel",-0.8225
neutral,what is the status of flight diverted to RIC? When will it depart back for LGA?,0
negative,You already Cancelled Flightled the one b us to DCA,-0.25
negative,"It is physically impossible to make it to the airport, and our flight is scheduled to leave in less than hours.",-0.0516
negative,at what point do u Cancelled Flight flights to DCA- other airlines have already Cancelled Flightled,-0.4588
positive,you can not beat jetblue in space's matter,0.0258
negative,I would like to send an email to Lost and Found at JetBlue JFK; I spoke to them this morning but cannot drive their today.,0.0258
negative,we want room and food allowances. Agents are refusing to give us vouchers to use at rooms we book ourselves.,-0.34
negative,send more service agents so all the stranded passengers can be helped!!!dddddddddddddd,0
negative,hopefully this flight Seattle to Boston pm will have wifi. Our first one did not and we had to entertain ourselves!,0.6476
positive,good to hear. Thx for being responsive.,0.7845
neutral,Hey! Check it out!! it is snowing in Boston. Who could have predicted such a thing?!,0
negative,as a customer it feels like i should stick to airlines other than jet blue. I travel for my work for past years never seen $,0.3612
positive,Cool thx! Only a couple more flights til I am ...can not wait. Will be easier to change flights when weathers bad @JetBlue,0.5255
neutral,Phew!! Did it!! (Pant. Wheeze),0
positive,"thanks so much for help Us, u r amazing!",0.8737
neutral,"Thanks, it is for next weekend though so my guess is it will only go higher.",0.4404
positive,! And we are done and heading to warmer weather!,0.4184
neutral,BOS to DCA at : pm.,0
negative,I have been in pricing for years to know that bucks a seat is criminal. - I understand.,-0.5267
negative,you guys need live chat.,0
negative,it was but obviously it was not linked as there is nothing there when I tried to book with it.,0
positive,Awesome! Thank you! ;),0.8436
neutral,Can I bring a compact folding chair like this in a checked bag?,0.3612
negative,quick ? Why is a person traveling w a mosaic not get the green tag? does not make sense I end up waitin my sons bag anyway :/,-0.4137
negative,got it wish they would communicate more w us,0.4019
negative,continuing you record of never having a flight leave on time. Add up how much time with with my family you have cost me.,-0.0516
negative,I guess I have to redo the Flight Booking Problems. Ugh!,-0.6996
negative,that sucks. Oh well.,-0.1027
negative,she is standing here on her cell no announcements no info,-0.0803
neutral,Using JetBlue air miles?,0
negative,someone is here but has no info smh one bag came off and then nothing,-0.0918
negative,there is is nothing there because apparently I have to connect them for that to be true.,0.4215
neutral,Hello! Can you tell me if you currently fly to Hawaii? Thanks!,0.5399
negative,can u see what is holding up flt bags? One bag came out nothing else for minutes,0
negative,why would not you just credit it right to my account instead of having a separate sign on. That seems pretty ridiculous.,-0.124
neutral,I clear that folder regularly and JetBlue is white listed so it never got to me.,0.3818
neutral,I can not call right now. My baby just fell asleep.,0
positive,but of course! :-),0.501
negative,"it seems I never received an ID, just a password.",0
neutral,so yesterday a flight I wanted to Chicago was on sale within my points range and today it is not. Any way you guys can still honor,0.4939
neutral,I have an email that says I have to sign on to the travel bank? How do I that?,0
negative,"yes, last month when Boston got the first big snow storm and my flight was Cancelled Flightled.",0.1779
negative,where did my travel bank credit go? I can not call you right now.,0.3818
positive,offered me a complimentary drink for switching seats. Stewardess asked for my age &amp; I said . We giggled.,0.6597
positive,"Thanks. Still booked our trip / - LB to SLC to see grand kids. Just very frustrating. Tried app, web, etc. Still love u guys!",0.8019
positive,thank you! I am excited to fly with you for the first time.,0.636
positive,Thank U d a But of course! Safety is always st! we will make sure to handle her with CARE and LOVE! :)a,0.9738
